in:Solar Chimney Height (m),in:SC Orientation,in:Room Orientation,in:Room Width(m),in:Room Depth(m),out:FlowRate_m3/hr,out:TotalDiscomfortHours,out:TooHotDiscomfortHours,out:OT_TotalDiscomfortHours,out:OT_TooHotDiscomfortHours,out:NS_OT_TotalDiscomfortHours,out:NS_OT_TooHotDiscomfortHours,out:TotalEnergy,out:CoolingEnergy
5,1,2,18,14,3322.565833,2166,2166,1500,1500,790,790,23.725179,22.60936
6,1,2,18,14,3528.085209,1994,1994,1347,1347,778,778,23.218267,21.92649
7,1,2,18,14,3684.378682,1912,1912,1274,1274,769,769,22.934541,21.444443
8,1,2,18,14,3846.482074,1853,1853,1221,1221,754,754,22.713825,21.043528
4,2,2,18,14,3115.3862,2414,2414,1708,1708,837,837,23.740315,22.822085
5,2,2,18,14,3335.085127,2185,2185,1517,1517,817,817,23.873925,22.803181
6,2,2,18,14,3533.537537,2005,2005,1354,1354,791,791,23.362761,22.103058
7,2,2,18,14,3717.487308,1924,1924,1284,1284,785,785,23.027769,21.585829
8,2,2,18,14,3844.672132,1864,1864,1228,1228,773,773,22.853999,21.23233
4,3,2,18,14,3097.946181,2364,2364,1665,1665,822,822,23.664147,22.739641
5,3,2,18,14,3321.470993,2134,2134,1472,1472,789,789,23.607683,22.515902
6,3,2,18,14,3520.263832,1967,1967,1323,1323,771,771,23.091598,21.809813
7,3,2,18,14,3701.386466,1899,1899,1261,1261,762,762,22.818453,21.322235
8,3,2,18,14,3834.896691,1838,1838,1207,1207,745,745,22.637972,20.968245
4,0,3,18,14,3099.584909,2377,2377,1676,1676,806,806,23.446497,22.504839
5,0,3,18,14,3325.648155,2131,2131,1470,1470,780,780,23.560946,22.44102
6,0,3,18,14,3508.381171,1980,1980,1337,1337,763,763,23.085821,21.749529
7,0,3,18,14,3697.135486,1902,1902,1264,1264,748,748,22.700615,21.171518
8,0,3,18,14,3841.000569,1844,1844,1214,1214,736,736,22.579114,20.872949
4,1,3,18,14,3117.529246,2394,2394,1699,1699,791,791,23.330601,22.419631
5,1,3,18,14,3307.359551,2148,2148,1489,1489,771,771,23.4907,22.40209
6,1,3,18,14,3506.142311,1983,1983,1343,1343,752,752,22.898647,21.626677
7,1,3,18,14,3687.773463,1907,1907,1273,1273,732,732,22.528658,21.075309
8,1,3,18,14,3852.564675,1847,1847,1220,1220,721,721,22.370801,20.733878
4,2,3,18,14,3115.162568,2436,2436,1727,1727,819,819,23.541256,22.666216
5,2,3,18,14,3341.921029,2196,2196,1527,1527,785,785,23.751507,22.691959
6,2,3,18,14,3528.54943,2013,2013,1367,1367,775,775,23.195193,21.968221
7,2,3,18,14,3697.756191,1926,1926,1286,1286,771,771,22.831914,21.435941
8,2,3,18,14,3868.398792,1867,1867,1235,1235,754,754,22.624707,21.062993
4,3,3,18,14,3104.20476,2392,2392,1695,1695,802,802,23.458484,22.587461
5,3,3,18,14,3331.643411,2158,2158,1499,1499,766,766,23.410305,22.373873
6,3,3,18,14,3531.30588,1994,1994,1350,1350,752,752,22.891351,21.666348
7,3,3,18,14,3684.143059,1905,1905,1270,1270,737,737,22.592663,21.187635
8,3,3,18,14,3846.876527,1840,1840,1216,1216,718,718,22.3324,20.756081
4,0,-2,22,14,3320.70676,2635,2635,1874,1874,874,874,23.792634,23.180092
6,0,-2,22,14,3668.155753,2203,2203,1518,1518,835,835,24.061253,23.188806
7,0,-2,22,14,3844.354779,2070,2070,1401,1401,818,818,23.480416,22.478647
8,0,-2,22,14,4004.093728,1999,1999,1334,1334,813,813,23.178618,22.047869
6,1,-2,22,14,3664.819357,2202,2202,1516,1516,830,830,24.081171,23.235757
7,1,-2,22,14,3855.828651,2066,2066,1399,1399,818,818,23.478425,22.510382
8,1,-2,22,14,4017.911263,1998,1998,1335,1335,812,812,23.197853,22.096758
6,2,-2,22,14,3685.724605,2163,2163,1481,1481,831,831,23.94101,23.017667
7,2,-2,22,14,3842.557247,2046,2046,1379,1379,815,815,23.479642,22.408679
8,2,-2,22,14,4000.238065,1972,1972,1313,1313,805,805,23.122047,21.916912
6,3,-2,22,14,3664.596661,2170,2170,1487,1487,823,823,23.792246,22.877036
7,3,-2,22,14,3848.08464,2046,2046,1381,1381,810,810,23.368805,22.325715
8,3,-2,22,14,4000.035458,1968,1968,1312,1312,804,804,23.131686,21.934626
5,0,-1,22,14,3378.357489,2316,2316,1635,1635,751,751,23.611056,22.836873
6,0,-1,22,14,3586.301873,2131,2131,1476,1476,721,721,22.899551,22.011502
7,0,-1,22,14,3745.556639,2011,2011,1369,1369,703,703,22.403968,21.403942
8,0,-1,22,14,3888.499964,1927,1927,1292,1292,694,694,22.152655,21.018092
4,1,-1,22,14,3159.571577,2567,2567,1840,1840,791,791,23.808098,23.16298
5,1,-1,22,14,3394.230293,2327,2327,1645,1645,763,763,23.698016,22.948271
6,1,-1,22,14,3591.955532,2146,2146,1490,1490,749,749,23.024396,22.13543
7,1,-1,22,14,3766.956226,2016,2016,1374,1374,723,723,22.522433,21.542375
8,1,-1,22,14,3924.866859,1939,1939,1301,1301,707,707,22.236601,21.129231
4,2,-1,22,14,3131.121926,2529,2529,1808,1808,771,771,23.762494,23.085879
5,2,-1,22,14,3390.567704,2296,2296,1619,1619,742,742,23.488059,22.688847
6,2,-1,22,14,3574.306791,2114,2114,1462,1462,721,721,22.737583,21.839379
7,2,-1,22,14,3750.219695,1994,1994,1355,1355,696,696,22.289745,21.276143
8,2,-1,22,14,3908.165328,1915,1915,1282,1282,688,688,22.038724,20.894676
4,3,-1,22,14,3141.790004,2528,2528,1808,1808,773,773,23.632818,22.919828
5,3,-1,22,14,3384.958378,2287,2287,1610,1610,744,744,23.573126,22.759761
6,3,-1,22,14,3561.374069,2104,2104,1452,1452,724,724,22.895891,21.964133
7,3,-1,22,14,3731.183266,1986,1986,1345,1345,709,709,22.432692,21.381674
8,3,-1,22,14,3881.208182,1916,1916,1281,1281,698,698,22.223289,21.031394
4,0,0,22,14,3120.48939,2533,2533,1827,1827,701,701,23.164491,22.519342
5,0,0,22,14,3341.83057,2289,2289,1631,1631,669,669,22.835237,22.09215
6,0,0,22,14,3538.867683,2119,2119,1478,1478,651,651,22.115736,21.250988
7,0,0,22,14,3716.378023,1987,1987,1361,1361,631,631,21.600581,20.607321
8,0,0,22,14,3861.997327,1901,1901,1283,1283,620,620,21.323491,20.237575
4,1,0,22,14,3146.286052,2577,2577,1857,1857,710,710,23.175426,22.560436
5,1,0,22,14,3375.458488,2322,2322,1653,1653,694,694,23.077641,22.370055
6,1,0,22,14,3581.159956,2138,2138,1492,1492,674,674,22.363267,21.52788
7,1,0,22,14,3736.269938,2018,2018,1383,1383,654,654,21.863103,20.924783
8,1,0,22,14,3875.868176,1924,1924,1299,1299,646,646,21.571008,20.51828
4,2,0,22,14,3122.885798,2533,2533,1826,1826,695,695,23.133997,22.512546
5,2,0,22,14,3358.205377,2291,2291,1628,1628,669,669,22.782474,22.059532
6,2,0,22,14,3548.399882,2117,2117,1473,1473,649,649,22.084274,21.238739
7,2,0,22,14,3725.177136,1986,1986,1358,1358,634,634,21.621767,20.669565
8,2,0,22,14,3867.434865,1902,1902,1283,1283,620,620,21.290507,20.249577
4,3,0,22,14,3123.582391,2513,2513,1811,1811,691,691,23.026233,22.359975
5,3,0,22,14,3341.33286,2265,2265,1604,1604,677,677,22.907295,22.148252
6,3,0,22,14,3531.943762,2098,2098,1455,1455,665,665,22.22847,21.342174
7,3,0,22,14,3695.205064,1980,1980,1351,1351,640,640,21.737605,20.730309
8,3,0,22,14,3850.524686,1898,1898,1277,1277,628,628,21.472738,20.332353
4,0,1,22,14,3284.490627,2564,2564,1824,1824,813,813,23.590552,23.058841
6,0,1,22,14,3683.47088,2143,2143,1468,1468,798,798,23.270073,22.514663
7,0,1,22,14,3853.617375,2023,2023,1365,1365,778,778,22.86181,21.974223
8,0,1,22,14,3993.969037,1944,1944,1296,1296,768,768,22.529041,21.535704
6,1,1,22,14,3694.913201,2181,2181,1501,1501,814,814,23.564081,22.853761
7,1,1,22,14,3857.192248,2054,2054,1390,1390,801,801,23.040131,22.200536
8,1,1,22,14,4000.654362,1965,1965,1310,1310,785,785,22.656859,21.713242
6,2,1,22,14,3698.457684,2177,2177,1497,1497,811,811,23.433085,22.750488
7,2,1,22,14,3876.6778,2047,2047,1384,1384,800,800,23.023373,22.186486
8,2,1,22,14,4041.28187,1964,1964,1306,1306,785,785,22.606206,21.673431
6,3,1,22,14,3687.726928,2152,2152,1475,1475,805,805,23.428648,22.65906
7,3,1,22,14,3840.037182,2018,2018,1358,1358,791,791,22.907979,22.030684
8,3,1,22,14,4000.33875,1950,1950,1299,1299,772,772,22.516369,21.524085
4,0,2,22,14,3170.637379,2548,2548,1811,1811,992,992,23.062259,22.31183
5,0,2,22,14,3413.09138,2319,2319,1619,1619,926,926,22.857345,21.949567
6,0,2,22,14,3645.821997,2142,2142,1472,1472,872,872,22.608699,21.571559
7,0,2,22,14,3812.549374,2005,2005,1356,1356,843,843,22.494893,21.305696
8,0,2,22,14,3937.245626,1938,1938,1293,1293,819,819,22.435568,21.100077
4,1,2,22,14,3204.44125,2571,2571,1834,1834,966,966,22.848432,22.126652
5,1,2,22,14,3432.01253,2349,2349,1647,1647,938,938,22.76973,21.904097
6,1,2,22,14,3645.388728,2167,2167,1497,1497,866,866,22.541327,21.555103
7,1,2,22,14,3824.994401,2029,2029,1378,1378,836,836,22.382731,21.269038
8,1,2,22,14,3960.064845,1947,1947,1301,1301,819,819,22.332469,21.051766
4,2,2,22,14,3235.764214,2592,2592,1846,1846,972,972,22.874088,22.180565
5,2,2,22,14,3428.684002,2366,2366,1657,1657,950,950,22.896014,22.057029
6,2,2,22,14,3635.649707,2181,2181,1509,1509,887,887,22.657168,21.694019
7,2,2,22,14,3838.224259,2042,2042,1387,1387,861,861,22.476739,21.391919
8,2,2,22,14,3957.978094,1965,1965,1318,1318,836,836,22.396688,21.153059
4,3,2,22,14,3186.702298,2555,2555,1823,1823,959,959,22.808566,22.096378
5,3,2,22,14,3418.32304,2325,2325,1629,1629,919,919,22.758286,21.890665
6,3,2,22,14,3624.201751,2141,2141,1475,1475,859,859,22.463934,21.483121
7,3,2,22,14,3801.747931,2014,2014,1364,1364,827,827,22.323427,21.208162
8,3,2,22,14,3934.119719,1942,1942,1297,1297,809,809,22.239023,20.979308
4,0,3,22,14,3206.524259,2570,2570,1831,1831,958,958,22.8253,22.083643
5,0,3,22,14,3429.299794,2327,2327,1628,1628,928,928,22.810382,21.930529
6,0,3,22,14,3645.938202,2153,2153,1482,1482,865,865,22.540217,21.536621
7,0,3,22,14,3812.274855,2021,2021,1370,1370,840,840,22.461188,21.302171
8,0,3,22,14,3940.355083,1949,1949,1302,1302,817,817,22.366837,21.063984
4,1,3,22,14,3221.501577,2581,2581,1843,1843,948,948,22.677919,21.976126
5,1,3,22,14,3432.452752,2341,2341,1644,1644,910,910,22.629817,21.781968
6,1,3,22,14,3646.826814,2172,2172,1503,1503,852,852,22.426969,21.454619
7,1,3,22,14,3813.069507,2025,2025,1375,1375,824,824,22.284657,21.187318
8,1,3,22,14,3950.220278,1949,1949,1302,1302,798,798,22.217335,20.956091
4,2,3,22,14,3243.411435,2625,2625,1870,1870,974,974,22.785007,22.118921
5,2,3,22,14,3433.853381,2382,2382,1674,1674,959,959,22.855579,22.039902
6,2,3,22,14,3655.858164,2196,2196,1525,1525,890,890,22.609,21.661154
7,2,3,22,14,3845.240299,2050,2050,1397,1397,858,858,22.475307,21.413816
8,2,3,22,14,3965.004775,1970,1970,1321,1321,832,832,22.370321,21.155153
4,3,3,22,14,3202.301763,2588,2588,1848,1848,954,954,22.72479,22.041983
5,3,3,22,14,3404.067193,2343,2343,1648,1648,917,917,22.613622,21.799061
6,3,3,22,14,3636.62213,2166,2166,1499,1499,854,854,22.328648,21.37678
7,3,3,22,14,3814.701397,2023,2023,1373,1373,814,814,22.170947,21.101425
8,3,3,22,14,3959.656723,1949,1949,1302,1302,794,794,22.115912,20.899725
4,0,-2,10,18,3056.674672,2047,2047,1395,1395,862,862,22.85957,21.634243
5,0,-2,10,18,3270.602615,1898,1898,1262,1262,838,838,22.8204,21.263314
6,0,-2,10,18,3448.676995,1817,1817,1191,1191,815,815,22.755436,20.889813
7,0,-2,10,18,3620.920465,1761,1761,1146,1146,787,787,22.801449,20.584852
8,0,-2,10,18,3776.583476,1723,1723,1117,1117,760,760,22.825801,20.308982
4,1,-2,10,18,3104.317541,2047,2047,1394,1394,828,828,22.524881,21.342802
5,1,-2,10,18,3272.6571,1897,1897,1260,1260,834,834,22.789007,21.263925
6,1,-2,10,18,3462.365,1818,1818,1191,1191,817,817,22.699793,20.890156
7,1,-2,10,18,3612.163964,1757,1757,1143,1143,790,790,22.800109,20.617917
8,1,-2,10,18,3769.559569,1724,1724,1118,1118,768,768,22.799526,20.311551
4,2,-2,10,18,3076.654756,2007,2007,1357,1357,828,828,22.707019,21.377002
5,2,-2,10,18,3253.863972,1876,1876,1240,1240,823,823,22.828844,21.153177
6,2,-2,10,18,3453.694535,1800,1800,1173,1173,790,790,22.759614,20.784525
7,2,-2,10,18,3602.628516,1738,1738,1127,1127,765,765,22.861535,20.522411
8,2,-2,10,18,3763.02192,1704,1704,1101,1101,754,754,22.92612,20.270279
4,3,-2,10,18,3094.638129,2002,2002,1357,1357,807,807,22.555218,21.215947
5,3,-2,10,18,3268.269837,1866,1866,1233,1233,814,814,22.752449,21.092074
6,3,-2,10,18,3455.321279,1790,1790,1170,1170,774,774,22.673909,20.693286
7,3,-2,10,18,3615.972039,1733,1733,1125,1125,752,752,22.710995,20.380203
8,3,-2,10,18,3760.934382,1701,1701,1099,1099,729,729,22.784439,20.134107
4,0,-1,10,18,3030.095694,2021,2021,1367,1367,852,852,23.549147,21.720566
5,0,-1,10,18,3201.754397,1888,1888,1250,1250,849,849,23.67202,21.527776
6,0,-1,10,18,3379.77103,1822,1822,1192,1192,822,822,23.571423,21.134639
7,0,-1,10,18,3555.368346,1765,1765,1145,1145,802,802,23.609033,20.856378
8,0,-1,10,18,3702.747044,1726,1726,1114,1114,785,785,23.704058,20.627448
4,1,-1,10,18,3049.836726,2050,2050,1392,1392,856,856,23.562459,21.769482
5,1,-1,10,18,3218.38855,1905,1905,1266,1266,863,863,23.76515,21.693371
6,1,-1,10,18,3392.210278,1836,1836,1201,1201,842,842,23.674197,21.307202
7,1,-1,10,18,3571.873042,1785,1785,1161,1161,825,825,23.722547,21.03536
8,1,-1,10,18,3699.998744,1742,1742,1127,1127,809,809,23.852453,20.824528
4,2,-1,10,18,3017.151071,2004,2004,1351,1351,845,845,23.54334,21.685537
5,2,-1,10,18,3190.993451,1886,1886,1248,1248,844,844,23.642141,21.454879
6,2,-1,10,18,3367.323437,1809,1809,1178,1178,822,822,23.648931,21.142776
7,2,-1,10,18,3541.421832,1757,1757,1137,1137,806,806,23.702758,20.865679
8,2,-1,10,18,3700.764351,1719,1719,1106,1106,778,778,23.681766,20.597333
4,3,-1,10,18,3013.895059,2000,2000,1345,1345,843,843,23.757961,21.747201
5,3,-1,10,18,3194.631379,1885,1885,1246,1246,850,850,23.932215,21.640994
6,3,-1,10,18,3373.745701,1814,1814,1182,1182,830,830,23.909523,21.237631
7,3,-1,10,18,3551.808735,1756,1756,1136,1136,804,804,23.923976,20.960273
8,3,-1,10,18,3703.224849,1715,1715,1102,1102,777,777,23.923298,20.700224
4,0,0,10,18,3038.809975,2029,2029,1376,1376,838,838,23.46237,21.666187
5,0,0,10,18,3202.251764,1895,1895,1259,1259,838,838,23.573597,21.473643
6,0,0,10,18,3383.207903,1823,1823,1192,1192,815,815,23.502814,21.088395
7,0,0,10,18,3553.982794,1765,1765,1146,1146,795,795,23.552203,20.821261
8,0,0,10,18,3705.895871,1731,1731,1119,1119,771,771,23.590492,20.527716
4,1,0,10,18,3059.692501,2069,2069,1406,1406,863,863,23.535401,21.827593
5,1,0,10,18,3222.264739,1926,1926,1285,1285,870,870,23.773636,21.770396
6,1,0,10,18,3401.083894,1851,1851,1216,1216,846,846,23.727683,21.395853
7,1,0,10,18,3575.890477,1791,1791,1167,1167,831,831,23.769339,21.111189
8,1,0,10,18,3714.471464,1748,1748,1133,1133,814,814,23.80992,20.871045
4,2,0,10,18,3026.017962,2035,2035,1379,1379,847,847,23.439406,21.691854
5,2,0,10,18,3194.238603,1897,1897,1258,1258,842,842,23.550522,21.465668
6,2,0,10,18,3368.319421,1829,1829,1195,1195,821,821,23.530986,21.139524
7,2,0,10,18,3548.655815,1770,1770,1149,1149,800,800,23.567595,20.857806
8,2,0,10,18,3705.16837,1732,1732,1119,1119,786,786,23.586223,20.614072
4,3,0,10,18,3015.973881,2019,2019,1364,1364,853,853,23.789931,21.83102
5,3,0,10,18,3201.13111,1895,1895,1254,1254,857,857,23.950286,21.70472
6,3,0,10,18,3384.361153,1824,1824,1192,1192,826,826,23.902709,21.330107
7,3,0,10,18,3561.060528,1767,1767,1145,1145,814,814,23.954111,21.049249
8,3,0,10,18,3711.481846,1728,1728,1114,1114,790,790,23.92164,20.77526
4,0,1,10,18,3108.499346,2033,2033,1371,1371,858,858,23.484283,21.795437
5,0,1,10,18,3265.652478,1897,1897,1253,1253,866,866,23.749748,21.734138
6,0,1,10,18,3434.970878,1825,1825,1188,1188,841,841,23.636058,21.320837
7,0,1,10,18,3618.898683,1770,1770,1145,1145,817,817,23.683478,21.027102
8,0,1,10,18,3760.474509,1733,1733,1118,1118,802,802,23.751479,20.802312
4,1,1,10,18,3107.303621,2067,2067,1396,1396,883,883,23.669074,22.060178
5,1,1,10,18,3293.59552,1923,1923,1274,1274,882,882,23.753754,21.855617
6,1,1,10,18,3443.641986,1850,1850,1209,1209,859,859,23.769735,21.562495
7,1,1,10,18,3629.935974,1790,1790,1160,1160,836,836,23.667133,21.178547
8,1,1,10,18,3774.763147,1748,1748,1127,1127,821,821,23.799937,20.943605
4,2,1,10,18,3109.632455,2070,2070,1400,1400,885,885,23.599327,22.049574
5,2,1,10,18,3282.935985,1920,1920,1270,1270,885,885,23.668759,21.790115
6,2,1,10,18,3462.001098,1847,1847,1209,1209,859,859,23.679618,21.467228
7,2,1,10,18,3630.638527,1784,1784,1157,1157,836,836,23.607941,21.164349
8,2,1,10,18,3778.760116,1750,1750,1129,1129,821,821,23.686523,20.892276
4,3,1,10,18,3106.546638,2041,2041,1372,1372,874,874,23.729612,22.00847
5,3,1,10,18,3265.577107,1901,1901,1252,1252,876,876,23.843095,21.802918
6,3,1,10,18,3452.897386,1824,1824,1187,1187,847,847,23.752639,21.406163
7,3,1,10,18,3615.328323,1773,1773,1146,1146,823,823,23.765808,21.067256
8,3,1,10,18,3755.772885,1737,1737,1121,1121,808,808,23.842353,20.882929
4,0,2,10,18,2939.598661,1970,1970,1337,1337,768,768,22.77633,21.039201
5,0,2,10,18,3127.691028,1838,1838,1214,1214,734,734,22.584622,20.508955
6,0,2,10,18,3339.890289,1762,1762,1152,1152,702,702,22.563595,20.166375
7,0,2,10,18,3466.265063,1713,1713,1111,1111,681,681,22.556277,19.891931
8,0,2,10,18,3605.200398,1672,1672,1080,1080,672,672,22.698061,19.708522
4,1,2,10,18,2960.607828,1993,1993,1362,1362,731,731,22.132222,20.539575
5,1,2,10,18,3148.142174,1865,1865,1244,1244,728,728,22.396551,20.470488
6,1,2,10,18,3340.763471,1765,1765,1159,1159,700,700,22.307965,20.063684
7,1,2,10,18,3483.822365,1714,1714,1117,1117,680,680,22.324857,19.780051
8,1,2,10,18,3620.84248,1674,1674,1089,1089,666,666,22.430745,19.618871
4,2,2,10,18,2979.381896,2021,2021,1385,1385,752,752,22.161711,20.634419
5,2,2,10,18,3157.999609,1879,1879,1254,1254,757,757,22.50212,20.64632
6,2,2,10,18,3354.381381,1779,1779,1168,1168,729,729,22.417459,20.283634
7,2,2,10,18,3504.017135,1724,1724,1123,1123,708,708,22.471739,19.990477
8,2,2,10,18,3652.317,1686,1686,1095,1095,691,691,22.528717,19.791947
4,3,2,10,18,2969.229686,1980,1980,1349,1349,726,726,22.20228,20.580322
5,3,2,10,18,3128.928357,1838,1838,1218,1218,729,729,22.32616,20.38559
6,3,2,10,18,3330.134501,1757,1757,1150,1150,695,695,22.318439,20.035098
7,3,2,10,18,3474.045711,1705,1705,1108,1108,668,668,22.357641,19.796263
8,3,2,10,18,3610.130681,1672,1672,1086,1086,661,661,22.451683,19.57294
4,0,3,10,18,2907.495461,1959,1959,1344,1344,653,653,21.6471,19.995319
5,0,3,10,18,3105.939249,1820,1820,1216,1216,638,638,21.668571,19.703123
6,0,3,10,18,3296.342041,1727,1727,1138,1138,625,625,21.574339,19.301012
4,1,3,10,18,2920.850168,1976,1976,1361,1361,637,637,21.138156,19.607363
5,1,3,10,18,3126.355113,1828,1828,1229,1229,624,624,21.344484,19.51268
6,1,3,10,18,3289.802623,1730,1730,1143,1143,610,610,21.341114,19.172712
4,2,3,10,18,2955.421865,2003,2003,1384,1384,669,669,21.221615,19.809466
5,2,3,10,18,3139.864849,1852,1852,1246,1246,655,655,21.545089,19.794963
6,2,3,10,18,3325.115421,1761,1761,1168,1168,640,640,21.510989,19.481533
7,2,3,10,18,3460.085407,1708,1708,1125,1125,624,624,21.532527,19.202002
4,3,3,10,18,2924.110684,1976,1976,1360,1360,644,644,21.214874,19.754383
5,3,3,10,18,3116.702191,1833,1833,1233,1233,625,625,21.291061,19.517051
6,3,3,10,18,3307.644506,1734,1734,1149,1149,611,611,21.269294,19.197616
4,0,-2,14,18,3241.997307,2441,2441,1721,1721,841,841,21.4607,20.803072
5,0,-2,14,18,3428.041652,2177,2177,1503,1503,903,903,22.64548,21.800559
6,0,-2,14,18,3614.458246,2028,2028,1372,1372,860,860,22.501484,21.475939
7,0,-2,14,18,3791.970495,1934,1934,1285,1285,843,843,22.395623,21.183613
8,0,-2,14,18,3927.813707,1880,1880,1243,1243,830,830,22.320589,20.958746
4,1,-2,14,18,3224.059148,2437,2437,1716,1716,937,937,22.574417,21.943715
5,1,-2,14,18,3439.401718,2175,2175,1497,1497,902,902,22.615991,21.812939
6,1,-2,14,18,3628.677226,2027,2027,1369,1369,862,862,22.456483,21.474897
7,1,-2,14,18,3801.123675,1939,1939,1290,1290,841,841,22.34325,21.176348
8,1,-2,14,18,3949.002491,1879,1879,1241,1241,832,832,22.282899,20.968648
4,2,-2,14,18,3200.184428,2392,2392,1678,1678,919,919,22.669554,21.95201
5,2,-2,14,18,3437.830903,2141,2141,1468,1468,889,889,22.679085,21.772562
6,2,-2,14,18,3613.648493,1996,1996,1340,1340,851,851,22.492872,21.380224
7,2,-2,14,18,3787.443621,1919,1919,1271,1271,830,830,22.396075,21.097601
8,2,-2,14,18,3928.323643,1864,1864,1228,1228,821,821,22.335971,20.861097
4,3,-2,14,18,3205.747976,2394,2394,1681,1681,905,905,22.509312,21.807514
5,3,-2,14,18,3413.679531,2136,2136,1466,1466,882,882,22.598283,21.702594
6,3,-2,14,18,3608.138606,1992,1992,1338,1338,838,838,22.398457,21.311127
7,3,-2,14,18,3773.36914,1912,1912,1268,1268,825,825,22.318424,21.040663
8,3,-2,14,18,3918.370363,1863,1863,1229,1229,809,809,22.248425,20.800755
4,0,-1,14,18,3105.001634,2401,2401,1695,1695,913,913,22.81818,21.884889
5,0,-1,14,18,3335.598351,2166,2166,1500,1500,856,856,22.634656,21.518607
6,0,-1,14,18,3548.865408,1994,1994,1347,1347,827,827,22.498897,21.205612
7,0,-1,14,18,3693.955997,1912,1912,1274,1274,807,807,22.449832,20.963094
8,0,-1,14,18,3839.019013,1853,1853,1221,1221,788,788,22.36116,20.691937
4,1,-1,14,18,3130.895822,2414,2414,1708,1708,902,902,22.689195,21.775213
5,1,-1,14,18,3345.700001,2185,2185,1517,1517,878,878,22.745569,21.672438
6,1,-1,14,18,3549.84302,2005,2005,1354,1354,841,841,22.603375,21.350979
7,1,-1,14,18,3721.550432,1924,1924,1284,1284,821,821,22.519744,21.078712
8,1,-1,14,18,3850.360626,1864,1864,1228,1228,808,808,22.469941,20.847993
4,2,-1,14,18,3110.063918,2364,2364,1665,1665,878,878,22.621392,21.699053
5,2,-1,14,18,3329.396185,2134,2134,1472,1472,846,846,22.575279,21.487046
6,2,-1,14,18,3533.416705,1967,1967,1323,1323,813,813,22.44123,21.144182
7,2,-1,14,18,3702.271619,1899,1899,1261,1261,795,795,22.382791,20.890731
8,2,-1,14,18,3846.465963,1838,1838,1207,1207,779,779,22.299424,20.634504
4,3,-1,14,18,3126.783764,2364,2364,1660,1660,875,875,22.610166,21.632786
5,3,-1,14,18,3329.21947,2130,2130,1467,1467,853,853,22.77283,21.592308
6,3,-1,14,18,3527.688596,1968,1968,1320,1320,822,822,22.601431,21.220891
7,3,-1,14,18,3708.126581,1892,1892,1254,1254,795,795,22.516636,20.932213
8,3,-1,14,18,3841.479447,1842,1842,1208,1208,789,789,22.487648,20.716345
4,0,0,14,18,3118.12806,2394,2394,1699,1699,843,843,22.29965,21.388891
5,0,0,14,18,3313.897541,2148,2148,1489,1489,826,826,22.388094,21.29665
6,0,0,14,18,3517.847157,1983,1983,1343,1343,788,788,22.221325,20.951014
7,0,0,14,18,3708.001227,1907,1907,1273,1273,768,768,22.085545,20.632492
8,0,0,14,18,3856.136912,1847,1847,1220,1220,753,753,22.020361,20.396324
4,1,0,14,18,3128.089004,2436,2436,1727,1727,893,893,22.445937,21.574538
5,1,0,14,18,3350.214742,2196,2196,1527,1527,857,857,22.517937,21.47141
6,1,0,14,18,3527.695888,2013,2013,1367,1367,826,826,22.391132,21.193934
7,1,0,14,18,3718.2561,1926,1926,1286,1286,805,805,22.326553,20.933958
8,1,0,14,18,3857.211984,1867,1867,1235,1235,790,790,22.252178,20.690863
4,2,0,14,18,3108.576033,2392,2392,1695,1695,861,861,22.36059,21.487398
5,2,0,14,18,3343.218322,2158,2158,1499,1499,826,826,22.302039,21.267915
6,2,0,14,18,3524.37803,1994,1994,1350,1350,796,796,22.195709,20.974201
7,2,0,14,18,3708.783602,1905,1905,1270,1270,777,777,22.129329,20.723219
8,2,0,14,18,3842.349462,1840,1840,1216,1216,750,750,22.007556,20.428098
4,3,0,14,18,3122.634623,2377,2377,1676,1676,850,850,22.396539,21.450896
5,3,0,14,18,3332.909068,2131,2131,1470,1470,835,835,22.51502,21.39226
6,3,0,14,18,3535.035117,1980,1980,1337,1337,802,802,22.421619,21.09139
7,3,0,14,18,3702.182784,1902,1902,1264,1264,776,776,22.262801,20.738502
8,3,0,14,18,3858.68152,1844,1844,1214,1214,769,769,22.245665,20.54039
4,0,1,14,18,3231.259485,2396,2396,1680,1680,899,899,22.493268,21.689489
5,0,1,14,18,3444.208411,2158,2158,1481,1481,902,902,22.857671,21.824691
6,0,1,14,18,3619.051745,2005,2005,1350,1350,868,868,22.725608,21.525212
7,0,1,14,18,3759.713861,1920,1920,1273,1273,846,846,22.656201,21.235844
8,0,1,14,18,3909.474254,1875,1875,1234,1234,824,824,22.489302,20.911825
4,1,1,14,18,3230.569128,2448,2448,1724,1724,950,950,22.857538,22.107407
5,1,1,14,18,3436.555303,2202,2202,1516,1516,931,931,22.953172,22.003094
6,1,1,14,18,3622.482388,2045,2045,1382,1382,888,888,22.784885,21.630621
7,1,1,14,18,3759.663456,1950,1950,1299,1299,872,872,22.739396,21.386534
8,1,1,14,18,3935.889431,1888,1888,1244,1244,842,842,22.54439,21.05245
4,2,1,14,18,3225.952662,2440,2440,1718,1718,946,946,22.818528,22.089842
5,2,1,14,18,3461.618478,2193,2193,1512,1512,932,932,22.902223,21.986719
6,2,1,14,18,3640.479629,2038,2038,1375,1375,886,886,22.729187,21.617505
7,2,1,14,18,3796.731716,1944,1944,1293,1293,861,861,22.610337,21.308096
